block_group,tract,county,state,area_block_group,medincome_block_group,race_total_block_group,race_white_block_group,race_black_block_group,race_asian_block_group,hisp_total_block_group,hisp_yes_block_group,hisp_yes_black_block_group,hisp_yes_white_block_group,hisp_yes_asian_block_group,hisp_no_black_block_group,hisp_no_white_block_group,hisp_no_asian_block_group,grip4_block_group_dens_m_km2
"060590626312",Census Tract 626.31,Orange County,California,645710.637533726,131776,468,313,0,133,468,18,0,8,0,0,305,133,7552.7339607635
"060290041011",Census Tract 41.01,Kern County,California,1947228.17373725,64875,2678,2366,8,30,2678,1523,0,1231,0,0,1109,12,4635.29074701243
"060375343022",Census Tract 5343.02,Los Angeles County,California,116074.820630247,51776,1770,1390,54,10,1770,1653,0,1345,0,54,45,10,1581.30545086904
"060375763014",Census Tract 5763.01,Los Angeles County,California,162384.735110739,21827,713,268,149,157,713,342,0,226,0,149,42,157,3603.39259312514
"060750263012",Census Tract 263.01,San Francisco County,California,191783.016152086,73452,2722,675,0,2019,2722,521,0,271,38,0,284,1917,10699.1192710843
"060650305033",Census Tract 305.03,Riverside County,California,114705.979778279,28750,1067,460,111,21,1067,811,5,304,0,106,140,5,0
"060014506053",Census Tract 4506.05,Alameda County,California,401049.187289907,124000,1389,1121,0,310,1389,146,0,124,12,0,945,246,5074.73159419281
"060014006001",Census Tract 4006,Alameda County,California,166132.186015246,117292,1025,595,362,182,1025,82,17,41,17,240,403,110,3491.69556964231
"061070004012",Census Tract 4.01,Tulare County,California,1682493.30262216,59167,2386,1775,0,317,2386,1767,0,1401,0,0,327,249,4676.19589844936
"060375336021",Census Tract 5336.02,Los Angeles County,California,304347.622160254,41250,1760,1279,18,0,1760,1740,0,1248,0,0,20,0,3075.01048329273
"060375004032",Census Tract 5004.03,Los Angeles County,California,902137.722474387,80411,2357,1421,7,311,2357,1980,0,1340,0,0,66,303,8112.78355199765
"060376023013",Census Tract 6023.01,Los Angeles County,California,241239.48124604,77202,1208,675,0,184,1208,630,0,161,0,0,407,86,0
"060372427002",Census Tract 2427,Los Angeles County,California,132673.836075796,29595,508,111,141,0,508,415,20,67,0,49,44,0,1176.35823651038
"060590423371",Census Tract 423.37,Orange County,California,419545.437767212,93646,959,848,11,150,959,52,0,52,0,11,746,100,6914.39848176521
"060590013032",Census Tract 13.03,Orange County,California,311141.640433424,87813,2148,1233,36,339,2148,1185,0,577,0,24,601,290,2172.73627735076
"060590011031",Census Tract 11.03,Orange County,California,361156.37150938,78938,1369,1005,0,142,1369,809,0,532,0,0,418,142,2776.83758565169
"060590888021",Census Tract 888.02,Orange County,California,323978.498129144,61711,1091,275,0,607,1091,284,0,75,0,0,200,598,3452.80844893093
"060590639082",Census Tract 639.08,Orange County,California,567063.86127198,91439,1622,889,177,465,1622,351,0,321,0,177,536,465,6472.91402572312
"060710099112",Census Tract 99.11,San Bernardino County,California,2561098.70488402,43929,2777,2080,536,152,2777,1579,9,1326,0,434,597,69,4260.7304585762
"060290009092",Census Tract 9.09,Kern County,California,1911654.8549481,105337,1404,1283,41,9,1404,292,0,240,0,36,981,4,3217.49129728733
"060855050093",Census Tract 5050.09,Santa Clara County,California,785690.18762675,137762,4173,1125,311,2300,4173,872,0,174,0,275,684,2140,6839.58523493819
"061130105131",Census Tract 105.13,Yolo County,California,425218.229286818,103162,1180,883,12,303,1180,102,0,40,0,0,777,241,7678.54020921254
"060816126003",Census Tract 6126,San Mateo County,California,373197.037665743,,1097,740,6,322,1097,33,0,0,6,6,740,316,3665.19655914654
"060375020042",Census Tract 5020.04,Los Angeles County,California,944869.316478548,61500,2944,958,3,62,2944,2694,0,780,4,2,147,58,3509.94830710621
"060374021013",Census Tract 4021.01,Los Angeles County,California,411067.168599888,70741,1520,511,250,0,1520,1262,0,437,0,219,11,0,2172.60623448376
"060372411203",Census Tract 2411.20,Los Angeles County,California,131220.44955577,20682,670,29,503,0,670,167,0,29,0,503,0,0,0
"060590995095",Census Tract 995.09,Orange County,California,167290.107205648,33846,697,489,16,192,697,40,0,40,0,16,449,192,1694.49920501926
"060590638071",Census Tract 638.07,Orange County,California,696136.05490974,82353,2999,2547,132,561,2999,387,0,375,0,43,1991,294,5258.33687288152
"060590639071",Census Tract 639.07,Orange County,California,1149820.3125002,95945,3383,1749,322,1095,3383,541,0,287,16,310,1393,1041,1927.00180340313
"060014414023",Census Tract 4414.02,Alameda County,California,411674.658590681,105893,1058,361,5,656,1058,138,0,57,17,5,268,603,8198.9131120949
"060650495001",Census Tract 495,Riverside County,California,2194764.40551384,19552,2775,929,91,0,2775,2645,0,679,0,32,91,0,7783.08985356359
"060590758112",Census Tract 758.11,Orange County,California,405873.084564681,39950,1538,1163,10,0,1538,1491,10,1116,0,0,47,0,2632.05285624936
"060371235102",Census Tract 1235.10,Los Angeles County,California,322550.884129595,37976,1964,1248,81,153,1964,876,0,418,0,77,795,122,2569.56591684406
"060372673001",Census Tract 2673,Los Angeles County,California,172719.310914968,49904,1400,664,43,581,1400,117,0,0,0,38,654,581,626.122759428941
"060374073022",Census Tract 4073.02,Los Angeles County,California,279022.730513772,61250,886,376,0,188,886,659,0,318,0,0,39,188,1943.37530489102
"060590114031",Census Tract 114.03,Orange County,California,255965.206275394,85313,645,485,0,111,645,240,0,165,26,0,320,85,2266.28640144295
"060373020023",Census Tract 3020.02,Los Angeles County,California,157710.558908422,56167,702,570,34,98,702,202,0,202,0,34,368,98,0
"060710097103",Census Tract 97.10,San Bernardino County,California,1379573.02823356,48750,1143,797,321,14,1143,472,20,358,0,255,383,14,2539.48273407775
"060133671001",Census Tract 3671,Contra Costa County,California,547979.893956505,72115,1945,863,361,457,1945,932,0,637,0,313,195,447,3516.75244329509
"060990029015",Census Tract 29.01,Stanislaus County,California,18418209.3284157,47174,1322,1173,0,0,1322,179,0,30,0,0,1123,0,243.677775229558
"060990036045",Census Tract 36.04,Stanislaus County,California,3903279.565964,111875,3694,3420,0,10,3694,711,0,447,0,0,2973,10,2828.00626849868
"060990006012",Census Tract 6.01,Stanislaus County,California,1948076.26516344,80938,1788,1639,60,40,1788,826,0,659,0,11,872,17,2659.03838570125
"060990002014",Census Tract 2.01,Stanislaus County,California,347110.658551596,32515,888,700,0,34,888,221,0,67,0,0,600,34,1064.57311427353
"060372117013",Census Tract 2117.01,Los Angeles County,California,164974.392596926,77955,748,172,163,402,748,101,29,10,0,134,111,351,2204.30549068877
"060855064012",Census Tract 5064.01,Santa Clara County,California,611045.350641357,132417,2253,1220,98,913,2253,260,0,213,0,98,982,861,5211.7043018235
"060670074161",Census Tract 74.16,Sacramento County,California,648088.81879652,51974,2114,1782,165,172,2114,670,29,522,0,64,1133,138,4299.87489356989
"060590996032",Census Tract 996.03,Orange County,California,303456.562633222,135250,829,432,0,396,829,247,0,135,0,0,236,312,8933.71875427324
"060770043052",Census Tract 43.05,San Joaquin County,California,1620688.99532145,72096,3643,2646,602,266,3643,777,0,186,11,526,2157,142,7787.67886802047
"060816015013",Census Tract 6015.01,San Mateo County,California,180829.566757361,88421,1241,299,30,874,1241,113,0,87,0,30,191,852,2963.92140423144
"060590889012",Census Tract 889.01,Orange County,California,318805.059072635,59583,1179,124,0,875,1179,161,0,0,0,0,124,875,5886.37411621621
"060650424072",Census Tract 424.07,Riverside County,California,652589.936346203,67411,1434,933,55,44,1434,1016,0,546,0,41,330,22,5032.99966486198
"060730200253",Census Tract 200.25,San Diego County,California,705087.943679777,49861,1884,1633,102,105,1884,709,0,547,0,60,968,84,5189.99002691906
"060371240002",Census Tract 1240,Los Angeles County,California,324356.410255267,96042,1293,1190,28,63,1293,157,0,145,0,28,1045,63,0
"061070029031",Census Tract 29.03,Tulare County,California,977923.730944338,73244,1946,1860,17,0,1946,618,0,538,0,6,1255,0,8136.98545330929
"060374811031",Census Tract 4811.03,Los Angeles County,California,410068.232491189,51750,1612,137,8,816,1612,728,0,56,0,8,60,816,5975.96122925034
"060375409011",Census Tract 5409.01,Los Angeles County,California,298327.033576573,,1278,511,359,52,1278,733,0,394,0,359,117,43,0
"060510001012",Census Tract 1.01,Mono County,California,457020299.530549,,508,497,0,11,508,9,0,9,0,0,488,11,1.12263450934484
"060014062014",Census Tract 4062.01,Alameda County,California,108647.165275937,47576,644,290,166,84,644,349,0,188,0,147,64,44,1033.84487057325
"060590018024",Census Tract 18.02,Orange County,California,70236.5746730146,49280,1065,482,107,0,1065,990,0,388,0,55,20,0,0
"060710020292",Census Tract 20.29,San Bernardino County,California,498725.045563153,104583,1494,1094,186,187,1494,411,0,348,20,186,730,151,9978.21353366261
"060750215004",Census Tract 215,San Francisco County,California,104643.697196027,153625,1005,777,49,182,1005,78,0,55,0,49,696,156,0
"060530137002",Census Tract 137,Monterey County,California,325765.660172279,38796,2023,1523,116,224,2023,1516,0,1333,0,100,183,217,0
"060014071023",Census Tract 4071.02,Alameda County,California,125703.859198985,72188,1065,326,100,114,1065,699,0,226,0,82,65,79,4125.32845924529
"060376505011",Census Tract 6505.01,Los Angeles County,California,382493.300539847,107284,1437,949,0,549,1437,105,0,83,22,0,798,466,4798.3493803158
"060411041011",Census Tract 1041.01,Marin County,California,929289.658374572,64340,1360,1250,19,22,1360,77,0,31,0,19,1219,22,4577.37448424743
"060376039005",Census Tract 6039,Los Angeles County,California,152630.629218591,,793,163,104,12,793,593,0,70,0,103,85,6,2222.38155905684
"060375711013",Census Tract 5711.01,Los Angeles County,California,307838.244825762,110938,1177,1034,25,108,1177,362,0,254,0,25,682,46,990.089756726988
"060190030042",Census Tract 30.04,Fresno County,California,652163.852499033,56250,938,715,23,141,938,458,0,357,5,11,333,118,6902.62157000274
"060375765031",Census Tract 5765.03,Los Angeles County,California,162376.491168452,43462,2429,1350,445,292,2429,981,0,534,0,393,634,228,4963.84367827351
"060376019001",Census Tract 6019,Los Angeles County,California,364778.074536871,51731,2713,894,689,14,2713,2001,0,860,0,666,0,14,0
"060372382004",Census Tract 2382,Los Angeles County,California,246099.35297076,45245,1236,81,1048,0,1236,149,0,42,0,1031,39,0,0
"060650314023",Census Tract 314.02,Riverside County,California,360596.790537892,101875,877,635,27,0,877,237,0,22,0,27,613,0,2828.65447674118
"060730080023",Census Tract 80.02,San Diego County,California,302685.170439789,138833,1044,883,15,134,1044,69,0,42,0,15,841,119,3349.63755622811
"060750228032",Census Tract 228.03,San Francisco County,California,72118.6951955584,144643,1704,1092,104,293,1704,818,0,408,20,25,555,245,0
"060373023012",Census Tract 3023.01,Los Angeles County,California,392434.68173921,67214,2398,1767,21,576,2398,358,0,226,0,10,1430,478,1239.44093066672
"061070036014",Census Tract 36.01,Tulare County,California,650766.968609977,37348,2198,1202,233,417,2198,1338,0,816,0,113,210,417,1733.51636710039
"060014514032",Census Tract 4514.03,Alameda County,California,389413.888043175,116250,1376,1075,31,242,1376,278,0,195,0,14,828,203,9343.36218076786
"060371838202",Census Tract 1838.20,Los Angeles County,California,164730.9553326,51328,2238,940,9,61,2238,2007,0,739,0,9,152,61,7383.76398641066
"060014444002",Census Tract 4444,Alameda County,California,335534.170903926,100179,2331,540,165,665,2331,1150,0,153,0,155,344,493,7503.99150884375
"060330007021",Census Tract 7.02,Lake County,California,3393402.62235981,32313,1702,1514,0,35,1702,331,0,210,0,0,1234,0,5215.74440682681
"060730200144",Census Tract 200.14,San Diego County,California,2069396.65704693,144609,1772,1565,74,277,1772,363,0,245,0,74,1160,117,2961.64144538768
"060375436021",Census Tract 5436.02,Los Angeles County,California,788857.200810254,67227,3945,1553,280,1267,3945,1629,0,685,0,280,769,1154,3922.17753967201
"060855032132",Census Tract 5032.13,Santa Clara County,California,804719.361075243,68889,3317,835,69,2068,3317,918,0,440,0,69,301,1922,2295.26450906225
"060375416032",Census Tract 5416.03,Los Angeles County,California,325291.153652662,46375,1779,531,448,22,1779,1446,126,520,0,300,11,0,1680.58074080895
"060730186093",Census Tract 186.09,San Diego County,California,350662.41129875,49028,2376,2070,151,178,2376,1882,23,1651,0,101,214,57,2192.4581499396
"060650417021",Census Tract 417.02,Riverside County,California,410222.464020079,46750,917,847,24,68,917,598,0,565,0,24,227,46,3241.95374820827
"060375750023",Census Tract 5750.02,Los Angeles County,California,247179.086108476,73194,1225,883,77,145,1225,347,0,200,0,77,656,118,2405.50175149855
"060372051101",Census Tract 2051.10,Los Angeles County,California,275140.493340125,44468,3861,2852,53,122,3861,3632,0,2709,0,28,79,122,2641.3001259283
"060372674031",Census Tract 2674.03,Los Angeles County,California,179938.099155148,87788,2271,1330,116,767,2271,328,39,180,0,77,1099,716,1154.97076157334
"060750167001",Census Tract 167,San Francisco County,California,91957.6452384777,173824,1659,1487,69,122,1659,212,0,155,24,53,1296,66,0
"060952526113",Census Tract 2526.11,Solano County,California,221581.692140325,47802,1319,405,523,97,1319,298,10,93,0,452,180,56,0
"060690005024",Census Tract 5.02,San Benito County,California,354080.532005937,104215,1335,1102,0,104,1335,912,0,662,0,0,308,74,7208.61411390798
"060290022003",Census Tract 22,Kern County,California,386763.967074108,23571,678,380,88,0,678,565,0,355,0,88,17,0,4036.91489153763
"060830023053",Census Tract 23.05,Santa Barbara County,California,301213.460861041,88125,2167,1914,55,85,2167,1973,0,1721,0,12,97,85,4386.49512718401
"060390001023",Census Tract 1.02,Madera County,California,195576749.470313,58125,2016,1636,29,89,2016,444,0,281,0,0,1265,29,10.7618136604863
"060930010004",Census Tract 10,Siskiyou County,California,263113014.087715,68529,1649,1618,10,0,1649,111,0,37,0,0,1530,0,173.62594298374
"060070006031",Census Tract 6.03,Butte County,California,315987.24664004,22727,301,242,25,16,301,48,25,0,0,0,237,11,4655.80044892338
"060371230101",Census Tract 1230.10,Los Angeles County,California,693186.048951251,34464,2270,1980,99,45,2270,1836,21,1642,0,73,316,40,2068.13366622306
"060750110002",Census Tract 110,San Francisco County,California,88426.3530531328,121924,2151,1246,0,905,2151,116,0,116,0,0,1130,905,574.780972205592
"060374033252",Census Tract 4033.25,Los Angeles County,California,843708.243878153,70625,1525,838,91,604,1525,326,0,284,0,91,529,579,5065.76738821409
"060710028041",Census Tract 28.04,San Bernardino County,California,469034.623922054,52934,2150,1110,193,88,2150,1769,43,774,0,112,242,27,1511.33627656203
"060930009006",Census Tract 9,Siskiyou County,California,3641474.0711693,37222,680,538,4,0,680,335,0,153,0,2,317,0,1727.26866432831
"060591101161",Census Tract 1101.16,Orange County,California,373688.713810003,133319,1353,599,72,735,1353,118,0,117,0,72,428,671,5085.66146055974
"060610208051",Census Tract 208.05,Placer County,California,1013752.49240092,77587,1844,1607,53,56,1844,384,0,214,0,44,1343,14,7484.26600945315
"060591103032",Census Tract 1103.03,Orange County,California,638061.654244157,106071,2562,1973,107,495,2562,1013,0,770,23,12,1023,370,8587.63275989921
"060376512015",Census Tract 6512.01,Los Angeles County,California,448168.316039622,147656,869,685,0,180,869,81,0,72,0,0,599,166,2255.46250199312
"060855044211",Census Tract 5044.21,Santa Clara County,California,722787.5549422,130956,2044,394,225,1439,2044,269,0,186,0,203,127,1364,2420.31601809953
"060376214002",Census Tract 6214,Los Angeles County,California,333721.125187196,109276,1526,1344,57,261,1526,197,0,76,10,8,1068,141,0
"060650422062",Census Tract 422.06,Riverside County,California,708340.178424374,72448,1399,1041,189,100,1399,418,0,181,0,75,692,100,5363.71357281435
"061110055022",Census Tract 55.02,Ventura County,California,171459.401428223,70362,1827,1498,55,359,1827,622,13,476,0,0,817,242,0
"060375501005",Census Tract 5501,Los Angeles County,California,269552.294477924,64596,1337,633,0,206,1337,1094,0,438,0,0,62,164,1757.64731140602
"060375351014",Census Tract 5351.01,Los Angeles County,California,419621.836575425,37582,2114,831,394,0,2114,1788,0,751,0,314,0,0,1481.71639956977
"060855099023",Census Tract 5099.02,Santa Clara County,California,593738.880955938,231250,1407,998,0,425,1407,40,0,26,0,0,942,395,6082.70623668269
